"practice_code","total_all","lsao2011_all_linked ","lsao2011_all_proportion","ethinic_2011_attributed_5_1","ethinic_2011_attributed_5_2","ethinic_2011_attributed_5_3","ethinic_2011_attributed_5_4","ethinic_2011_attributed_5_5","ethinic_2011_attributed_18_01","ethinic_2011_attributed_18_02","ethinic_2011_attributed_18_03","ethinic_2011_attributed_18_04","ethinic_2011_attributed_18_05","ethinic_2011_attributed_18_06","ethinic_2011_attributed_18_07","ethinic_2011_attributed_18_08","ethinic_2011_attributed_18_09","ethinic_2011_attributed_18_10","ethinic_2011_attributed_18_11","ethinic_2011_attributed_18_12","ethinic_2011_attributed_18_13","ethinic_2011_attributed_18_14","ethinic_2011_attributed_18_15","ethinic_2011_attributed_18_16","ethinic_2011_attributed_18_17","ethinic_2011_attributed_18_18"
"A81012",4756,4753,0.999369217830109,0.910199118808746,0.0164793198537496,0.0551467169182732,0.011154427584031,0.00702041683520058,0.892658931430125,0.00356638826458266,0.000512887395184442,0.0134609117188531,0.00449336038817479,0.0031890024258724,0.00580135080615896,0.00299560623354346,0.00756330826807646,0.0345522302965305,0.00125554885427307,0.00460903873096631,0.00716659076842686,0.00954454853437504,0.00053791132486788,0.00107196772478807,0.00421194421340212,0.00280847262179847
"A81013",6077,6077,1,0.991544775220787,0.00431479171517472,0.00293572438111466,0.000609716174135752,0.000594992508788261,0.98646346624107,0.00131897250809453,0.000685001966233968,0.00307733450538785,0.00176236856300986,0.000329762719259877,0.000847164007443982,0.001375496425461,0.000413895273584699,0.000599300091856357,0.000390476542706049,0.000913054584625583,0.000618997888341976,0.000309535270553946,0.000300180903581806,0,0.00021469611301423,0.000380296395774031
"A81014",3786,3786,1,0.982929016452796,0.00717248754711239,0.00749374334627893,0.00136141295319148,0.00104333970062173,0.975079372146306,0.00238576055731732,0.000484280538984562,0.0049796032101876,0.00184874305776736,0.00145000381250744,0.00226637320666394,0.00160736747017365,0.00242332487308391,0.00224223126477608,3.43738918774396e-05,0.00145077135387755,0.00134304196266395,0.000936162459357686,0.000236334502246291,0.000188915991587507,0.000476023906987515,0.000567315793634212
"A81015",3021,3020,0.999668983780205,0.985882776777405,0.00691138303623004,0.00549443941766175,0.00112929488516043,0.000582105883543274,0.975717739030631,0.00410505373728428,0.000459521828855983,0.00560046218063304,0.00238885820639015,0.000934744043266373,0.00223660011550898,0.00135118067106454,0.000663320916973743,0.000863623299397155,0.000550859811803554,0.00126039586121452,0.00215623952827277,0.00087439335828878,0.000212473711866703,4.24278150049521e-05,0.000148031180145831,0.000434074703397444
"A81016",9505,9500,0.999473961073119,0.827862017787152,0.0208487937243503,0.113097511198543,0.0202334313454253,0.0179582459445303,0.796479466588702,0.00482101080477797,0.000613832124925081,0.0259477082687468,0.00427349870776565,0.00417163352972925,0.00835109514297015,0.00405256634388526,0.0136096629780552,0.0719460875826916,0.00233461520560145,0.0105332387809579,0.0146739066512363,0.0172495612305149,0.00105889038655495,0.00192497972835545,0.0119021846106293,0.00605606133390095
"A81017",21147,21129,0.999148815434813,0.933668417018516,0.0107827408959826,0.0466416695345632,0.00540690755143501,0.00350026499950284,0.922550120134745,0.00206394283556651,0.000720704714167662,0.00833364933403757,0.00230305266612246,0.00142905685796877,0.00479967656448514,0.00225095480740627,0.0155240102014273,0.0194262758951516,0.000675391128111855,0.0060551070741775,0.00496088523569501,0.00434090788229567,0.000456458770238729,0.000609540898900606,0.00163949304628413,0.00186077195321871
"A81018",5426,5419,0.998709915223,0.985565354854037,0.00677363680323851,0.00592570125235214,0.00106529640693748,0.000670010683435147,0.97534445449652,0.00415275574587417,0.000339954630836485,0.00572818998080621,0.00243413784309173,0.000809582841234834,0.00223150376270175,0.00129841235621019,0.000698611634469729,0.0011245442363106,0.000541446007093795,0.00135124234707589,0.00220985702740213,0.000716059330310788,0.000271853056957971,7.73840196687199e-05,0.000166271879359587,0.00050373880407556
"A81019",10488,10477,0.998951182303585,0.952502835355356,0.0133257657784477,0.0234013176954479,0.00766127828661194,0.00310880288413668,0.940284131186365,0.00304838089681291,0.000445641963154506,0.00872468130902337,0.00428917450723959,0.00280205151792624,0.00388650898320147,0.00234803077008036,0.00404999309929101,0.0128254792975467,0.000760541435337873,0.00228316527609733,0.00348213858717495,0.00653971303438904,0.000318437155524395,0.000803128096698507,0.00169018861436991,0.00141861426976677
"A81020",7928,7926,0.999747729566095,0.914157174179088,0.0144263413057192,0.0558530479045793,0.00828101136264872,0.00728242524796427,0.898363907681261,0.00415178065853109,0.000468816985784188,0.0111726688535125,0.00351272883706153,0.00278747004054122,0.00512083816085665,0.00300530426725978,0.0149610221418064,0.0283256025229365,0.00132734375936745,0.00376971290720101,0.00746936657326791,0.0067164669955127,0.000721432158535391,0.000843112208600623,0.00455273208927223,0.00272969315869204
"A81021",13373,13372,0.999925222463172,0.975112211509269,0.00726976313125107,0.0141831838055015,0.00188818937186292,0.00154665218211566,0.965190138917572,0.00337473928434655,0.000931482920345538,0.0056158503870046,0.00210889294730952,0.00134575669190482,0.00248742919681722,0.0013276842952195,0.00167912706804547,0.007941012231931,0.00131998837747628,0.00107331727249531,0.00216973885555347,0.00144481055482086,0.000256226300851551,0.000187152516190504,0.000693150123972923,0.00085350205814274
"A81022",10758,10758,1,0.988460481068177,0.00538553334212047,0.00466287203272133,0.000616409425359231,0.000874704131622209,0.980417677536725,0.00138462357622424,0.0013072655786299,0.00535091437659795,0.00219761097969543,0.000608719370256139,0.00119235738079814,0.00138684561137076,0.000257469752843195,0.00165386964799602,0.000365190809740437,0.000793927101715411,0.00159241472042626,0.000401149055124162,0.000215098169407468,1.62200827601301e-07,0.000260950254485546,0.000613753877136663
"A81023",7749,7747,0.999741902180927,0.839505428871608,0.0197606812173602,0.105008033177208,0.0188403686590202,0.016885488074803,0.810568130396723,0.00457206499098393,0.000681652614710581,0.0236835808691907,0.00436443447803161,0.0038544053949924,0.00775457168042879,0.00378726966390738,0.0125699747612883,0.0663348441263854,0.00213987783891609,0.0103107671450313,0.0136525693055872,0.0162307336380991,0.000923066780182429,0.00168656824073863,0.0111877775321106,0.00569771054269236
"A81025",4162,4162,1,0.905517116628356,0.0125128712950481,0.0661503887037072,0.0112716881366511,0.00454793523623714,0.890701972367458,0.00300826891810658,0.000678135311580709,0.0111287400312116,0.00260594562119472,0.00190073312665726,0.00532889853956119,0.00267729400763489,0.00710815442858907,0.0409062441381243,0.00160059262021972,0.00697568836755024,0.00955970914922386,0.00934239363994434,0.000800354140474503,0.00112894035623228,0.00156020245505804,0.0029877327811791
"A81026",13564,13564,1,0.876499462570086,0.0179646195092677,0.0829417124139766,0.0114303854018484,0.0111638201048209,0.854592584798129,0.00451269330162104,0.00059677100160128,0.0167974134687354,0.00381002938470837,0.0035136149841114,0.00714182632199877,0.00349914881844916,0.0104690791062617,0.0550704895965524,0.00191861752680353,0.00567855784201866,0.00980496834234033,0.00957098120429718,0.000616705853460488,0.00124269834409068,0.00695154089182987,0.00421227921299107
